,id,role_0,role_1,role_2
1168,10919,1357,288,19
1169,23269,1403,215,24
1170,1778,2416,904,120
1171,10048,5366,1720,84
1172,218,84,45,11
1173,659,807,656,8
1174,110648,18,0,0
1175,1017,6512,22091,1450
1176,2801,2374,4391,124
1177,23450,4089,5617,2102
1178,23517,2497,902,798
1179,8407,4184,1179,148
1180,1938,3692,2067,931
1181,5602,1307,242,31
1182,8528,22,0,0
1183,56289,168,25,0
1184,7168,1678,442,46
1185,55198,86,0,1
1186,830,3985,6183,523
1187,773,373,195,1
1188,439,1267,155,20
1189,142,8957,7401,575
1190,3884,348,56,2
1191,3888,501,37,4
1192,3306,2054,336,128
1193,23254,506,3,0
1194,100529264,283,1,0
1195,7428,9806,18465,840
1196,5966,7088,16132,311
1197,245973,431,129,5
1198,387680,556,33,5
1199,100287171,254,3,1
1200,353139,1080,96,129
1201,353140,313,50,62
1202,10419,8848,8887,1630
1203,291,1548,84,36
1204,9457,205,67,1
1205,84955,178,0,3
1206,167838,1222,270,27
1207,220082,762,338,18
1208,3006,3696,628,76
1209,10971,10500,19934,861
1210,59,3276,735,62
1211,4734,4549,9085,168
1212,6189,4682,3640,1852
1213,55971,387,16,1
1214,23096,812,4,0
1215,6732,7883,9397,1510
1216,55584,401,526,3
1217,207,3529,3114,258
1218,67809,1285,670,63
1219,51669,1020,78,4
1220,3182,4948,837,157
1221,8626,1935,551,61
1222,9295,4107,1839,1694
1223,1857,1527,836,29
1224,1326,1178,153,35
1225,5608,1016,84,21
1226,16412,468,148,0
1227,9185,107,13,0
1228,23013,1871,573,644
1229,6601,2849,808,233
1230,3192,13207,39628,4953
1231,23196,2145,140,19
1232,1385,1385,683,72
1233,8091,519,40,4
1234,1786,1065,113,24
1235,7157,19771,102679,3568
1236,2648,1503,406,94
1237,71710,112,10,7
1238,10464,3996,2200,205
1239,8487,5983,2092,1121
1240,253980,324,13,1
1241,5425,535,44,8
1242,3753,22,0,0
1243,3757,934,54,9
1244,3667,4537,1260,182
1245,857,6327,5598,262
1246,2734,479,14,7
1247,6314,2961,979,55
1248,4147,374,29,5
1249,25788,925,181,7
1250,84832,1680,146,16
1251,11060,2915,1776,39
1252,1605,866,96,8
1253,29896,2531,478,116
1254,22794,1422,39,9
1255,10949,5807,657,213
1256,3021,769,67,8
1257,5928,7897,6428,670
1258,2786,140,21,0
1259,2793,225,19,34
1260,9984,4101,2739,1622
1261,55596,4825,797,750
1262,9113,1377,206,27
1263,10413,4333,1340,77
1264,10252,2255,626,189
1265,115752,420,15,2
1266,3479,27,0,0
1267,3490,152,25,0
1268,22832,949,270,64
1269,55559,1024,483,63
1270,25930,504,60,7
1271,128866,2353,1306,95
1272,3815,1209,525,60
1273,9402,1430,430,14
1274,25920,2138,284,47
1275,201931,119,8,0
1276,10133,3348,1049,58
1277,5468,4655,2222,189
1278,7205,2003,1078,44
1279,253827,1502,99,2
1280,26354,6278,3120,2469
1281,4666,2472,201,20
1282,1937,4502,2526,166
1283,5774,498,65,2
1284,11116,2312,1735,136
1285,158,2226,385,28
1286,932,54,0,0
1287,9074,9,0,0
1288,8740,556,0,0
1289,90196,0,0,0
1290,10813,4253,1177,131
1291,29911,2946,1658,38
1292,7185,4783,9274,216
1293,285093,991,159,8
1294,6430,3216,932,730
1295,79002,3480,262,1520
1296,10526,929,156,47
1297,868,890,183,40
1298,10765,815,86,10
1299,2957,1279,612,79
1300,140691,916,51,3
1301,284086,1637,170,9
1302,5600,1618,247,44
1303,7407,2838,578,40
1304,6472,7470,21741,286
1305,11190,4539,2025,458
1306,25977,657,0,3
1307,6168,6820,2569,2416
1308,25962,4275,1291,1600
1309,5984,3211,772,154
1310,1021,4692,2512,120
1311,5127,2363,155,26
1312,9513,3582,1975,715
1313,9908,1683,164,30
1314,5140,168,19,0
1315,5567,1410,454,44
1316,3396,4592,5034,588
1317,8089,787,117,21
1318,157570,1353,65,6
1319,388336,454,9,0
1320,9179,368,22,2
1321,95,694,28,1
1322,259215,9,0,0
1323,145508,1835,1585,148
1324,8573,1307,694,24
1325,4090,1416,88,19
1326,23451,9243,12329,4161
1327,9131,1675,188,21
1328,3303,10676,12108,993
1329,3559,513,51,1
1330,6776,974,116,36
1331,8335,5319,675,477
1332,11034,2344,1175,55
1333,26284,505,58,1
1334,91137,12,2,0
1335,768,987,61,6
1336,11260,695,66,3
1337,225207,100,1,0
1338,9219,4454,2398,318
1339,22853,168,1,1
1340,10989,3967,1867,871
1341,9733,3419,1527,908
1342,11335,2883,835,145
1343,29127,1583,488,95
1344,93474,1099,50,6
1345,126961,1764,384,46
1346,5993,1362,48,3
1347,4137,2234,446,76
1348,4741,1180,121,12
1349,4539,289,7,179
1350,9610,1329,224,10
1351,3783746,2769,727,272
1352,4736,3879,1479,1247
1353,9221,4226,898,651
1354,152185,1217,625,45
1355,84946,2214,46,10
1356,8874,534,62,16
1357,9731,1100,646,32
1358,51633,930,114,4
1359,10973,2130,72,14
1360,5429,1231,66,7
1361,63922,353,25,8
1362,8767,4494,875,131
1363,115207,219,22,1
1364,4629,536,86,8
1365,10096,1612,66,42
1366,25060,58,0,0
1367,5730,426,64,5
1368,1490008,30,0,0
1369,5058,4700,2198,114
1370,7957,257,4,1
1371,90550,508,8,0
1372,10651,618,26,7
1373,25813,840,116,15
1374,5747,2649,899,132
1375,55171,1054,6,2
1376,386677,1523,1045,202
1377,22924,384,40,6
1378,90417,1740,130,7
1379,114336,330,17,9
1380,284001,1943,1423,60
1381,197342,9,1,0
1382,57697,1735,82,35
1383,65991,794,23,2
1384,7353,2911,761,43
1385,29882,370,89,46
1386,4311,1735,497,206
1387,9149,1735,379,18
1388,221937,1716,583,49
1389,9654,552,0,0
1390,4087,3021,2750,216
1391,51382,670,114,18
1392,2956,2378,686,95
1393,5710,5100,3480,462
1394,2151,442,22,0
1395,2534,2795,3217,301
1396,4929,937,81,5
1397,5915,103,11,3
1398,5930,2159,577,25
1399,3356,91,0,0
1400,2912,82,5,0
1401,10289,4133,2365,147
1402,6223,4213,1599,923
1403,51160,2843,581,33
1404,613,1895,358,75
1405,7105,199,18,2
1406,2671,160,4,1
1407,10920,1308,67,41
1408,9851,581,332,56
1409,1856,4469,1843,95
1410,3676,5012,7487,904
1411,11236,362,41,3
1412,3638,743,20,4
1413,2804,887,128,4
1414,84105,1116,202,3
1415,147700,1506,515,28
1416,51334,689,2,0
1417,2067,940,66,5
1418,5893,1648,134,19
1419,5092,1588,355,18
1420,53353,871,22,2
1421,1892,1522,284,33
1422,150472,198,0,0
1423,9525,1698,223,25
1424,23107,5159,2485,1309
1425,6188,5865,5403,2173
1426,8464,1231,107,70
1427,93624,123,12,7
1428,1400,1164,467,16
1429,8445,2317,349,33
1430,10539,2133,1424,79
1431,55156,1635,197,6
1432,816,601,199,9
1433,6124,8659,5820,3005
1434,28957,1251,320,172
1435,51649,3123,877,573
1436,51393,2,0,0
1437,7442,383,9,3
1438,23770,2629,899,141
1439,6745,3745,856,174
1440,50809,2573,203,55
1441,6651,2037,180,71
1442,137872,53,0,5
1443,2776,201,42,5
1444,4288,1213,114,34
1445,6280,2757,622,78
1446,6279,2349,227,26
1447,90060,2032,747,53
1448,93436,1788,361,29
1449,80831,345,0,5
1450,8904,475,20,5
1451,4609,12376,32184,1107
1452,23085,1320,138,11
1453,273,439,24,4
1454,84859,268,30,7
1455,6352,172,0,0
1456,1230,58,0,0
1457,10284,3509,1454,187
1458,6428,6868,1812,348
1459,25953,1549,865,12
1460,54793,1138,347,16
1461,51316,527,11,1
1462,5356,2997,969,958
1463,55599,742,0,8
1464,6635,2645,729,438
1465,6443,151,67,4
1466,80833,39,6,0
1467,5609,2110,506,29
1468,844,17,0,0
1469,55093,1366,1465,33
1470,653188,124,9,0
1471,23592,184,0,1
1472,3906,147,3,0
1473,7266,3092,740,89
1474,23230,295,7,3
1475,23368,1221,283,10
1476,26009,1232,155,3
1477,10514,4737,1512,1342
1478,821,2367,981,116
1479,10612,122,0,0
1480,65264,1649,266,15
1481,4976,1737,56,3
1482,9585,854,67,2
1483,54407,1189,33,3
1484,64377,43,0,0
1485,10082,43,5,0
1486,72,4027,514,809
1487,1444,6,0,0
1488,23352,2205,318,36
1489,10486,172,9,3
1490,5723,213,11,0
1491,8233,1149,44,22
1492,56905,834,9,0
1493,1488,3346,2273,61
1494,8655,4366,8079,163
1495,60416,57,0,0
1496,10938,192,29,2
1497,85359,113,19,0
1498,149951,112,12,7
1499,54951,189,13,2
1500,404281,429,1,0
1501,6804,678,525,27
1502,83862,80,0,0
1503,8241,3864,1121,490
1504,8161,1816,237,19
1505,64837,1079,193,27
1506,348,2198,388,49
1507,56172,36,0,0
1508,10521,8317,4562,1776
1509,7857,175,6,1
1510,285753,2028,412,53
1511,51366,1715,264,39
1512,107995,243,21,9
1513,2632,622,50,2
1514,3741,538,47,8
1515,3739,233,26,3
1516,51371,423,11,18
1517,353131,277,51,37
1518,353141,301,13,33
1519,8735,218,22,0
1520,8569,1406,85,11
1521,7454,2486,1052,80
1522,8936,1239,237,37
1523,8736,214,5,0
1524,309,1533,218,192
1525,5727,508,49,2
1526,79770,139,0,0
1527,26002,161,26,3
1528,51090,557,10,2
1529,86,3955,2079,285
1530,79718,1819,223,40
1531,23515,443,47,0
1532,55635,424,0,1
1533,10320,2257,1291,49
1534,221120,1774,155,13
1535,255426,81,0,1
1536,84307,42,0,0
1537,55311,634,85,12
1538,3216,250,0,1
1539,6205,7169,2917,1820
1540,6165,3076,1382,1293
1541,433,314,120,4
1542,26984,629,465,18
1543,2256,103,0,0
1544,79618,2540,989,31
1545,2859,43,0,0
1546,2775,617,305,23
1547,255374,90,15,0
1548,17827,315,24,3
1549,23640,1149,102,27
1550,1998,1097,7,2
1551,10915,2623,788,841
1552,51428,4240,1070,1663
1553,10016,4429,1126,104
1554,356,810,263,10
1555,2962,3297,1303,239
1556,5437,2842,712,201
1557,29894,2445,306,51
1558,5096,923,27,2
1559,14251,811,256,29
1560,55209,499,14,2
1561,23641,1307,708,27
1562,85285,60,9,1
1563,353144,348,42,31
1564,7531,9444,17222,702
1565,1975,2713,462,113
1566,2688,988,179,18
1567,5709,2822,749,265
1568,401036,507,32,0
1569,2915,652,50,2
1570,5579,3732,3856,156
1571,10226,1973,822,42
1572,90678,1247,372,32
1573,92799,743,44,5
1574,10489,564,7,3
1575,9362,476,10,0
1576,3735,4706,1057,562
1577,4145,356,4,0
1578,10947,557,13,30
1579,282991,655,42,9
1580,25809,200,27,10
1581,54839,462,27,5
1582,259173,30,2,1
1583,498301,3,0,0
1584,54505,654,52,2
1585,57511,468,174,8
1586,57169,1355,85,1
1587,5717,4260,1732,412
1588,55791,945,821,16
1589,6059,2631,1530,84
1590,4000,7861,5226,313
1591,26,328,152,61
1592,10950,232,6,0
1593,1111,2198,275,44
1594,11835,91,7,0
1595,83608,873,17,0
1596,409,4830,4215,526
1597,9774,4748,870,106
1598,11277,747,6,5
1599,6748,1437,244,83
1600,1780,1478,254,11
1601,54361,738,64,2
1602,7024,2310,1840,28
1603,5245,5217,4201,1467
1604,6187,9156,12489,3567
1605,10540,3483,1047,75
1606,832,2474,533,75
1607,7791,1278,252,25
1608,10128,4373,1385,412
1609,60,6599,7068,918
1610,23363,7234,13303,1555
1611,158078,820,258,2
1612,1896,208,88,0
1613,27125,525,77,19
1614,117144,567,208,25
1615,83431,91,29,1
1616,29015,19,0,0
1617,9682,1025,80,9
1618,8350,4923,8614,378
1619,2890,404,36,5
1620,5580,5737,4489,280
1621,51741,3741,2871,206
1622,10285,2063,345,707
1623,81850,1482,2963,260
1624,83899,702,222,126
1625,23677,991,116,6
1626,117178,4736,5702,305
1627,998,2933,2536,144
1628,10071,76,0,0
1629,27185,2926,4371,88
1630,7204,464,35,4
1631,284695,3625,529,865
1632,57606,1855,142,11
1633,27230,1104,95,9
1634,100352737,6,1,0
1635,9049,1159,158,10
1636,64581,99,62,4
1637,55048,1032,167,10
1638,122183,478,117,12
1639,9040,3849,730,388
1640,10286,2892,1496,902
1641,3658,880,5,2
1642,28988,1069,247,28
1643,10785,244,35,4
1644,4793,5174,969,169
1645,7311,4159,2513,611
1646,10241,1320,933,26
1647,55138,3334,1257,77
1648,4722,1698,232,92
1649,7322,4031,6675,197
1650,202559,2537,616,76
1651,401431,194,12,0
1652,5618,210,25,2
1653,3717,3051,1409,119
1654,682,982,385,13
1655,6936,604,19,4
1656,1943,78,9,0
1657,102,481,87,1
1658,26993,3906,773,57
1659,448834,1901,1044,79
1660,4232,847,46,2
1661,9638,683,256,10
1662,4599,1408,251,14
1663,401250,81,0,0
1664,7337,2762,1049,100
1665,6427,7002,3328,1610
1666,6801,2374,497,116
1667,10574,3644,929,135
1668,1915,12844,29196,3797
1669,26608,4917,693,827
1670,51082,1521,271,77
1671,64425,1708,305,85
1672,127703,1472,333,21
1673,27494,114,2,1
1674,84451,93,4,0
1675,373509,284,10,2
1676,5825,1656,320,12
1677,8266,4766,3131,610
1678,8864,833,40,6
1679,2886,572,93,1
1680,200845,850,64,3
1681,10454,4625,1890,260
1682,64101,1001,12,131
1683,3178,14554,35623,4166
1684,2969,3953,1292,127
1685,6199,6929,3405,383
1686,3105,1140,333,18
1687,51744,139,60,0
1688,6227,5030,990,696
1689,6854,628,38,16
1690,8802,518,116,39
1691,8801,297,87,22
1692,2275,1004,475,26
1693,343263,27,0,0
1694,14,584,60,3
1695,10076,196,6,2
1696,7083,3657,3198,71
1697,4953,435,33,2
1698,3020,1916,514,87
1699,23523,590,50,6
1700,4128,98,0,17
1701,6817,188,0,4
1702,55759,2180,374,48
1703,17130,181,0,0
1704,10235,616,2,1
1705,79607,203,14,0
1706,377630,49,0,0
1707,392197,0,0,0
1708,9529,1435,161,7
1709,147872,1084,1352,8
1710,4286,2322,143,15
1711,22950,1346,69,6
1712,3611,5787,5967,227
1713,84246,1770,293,162
1714,5434,3514,1288,263
1715,83932,1312,293,36
1716,2549,570,29,17
1717,11036,423,43,3
1718,9349,5679,5412,2151
1719,338785,1219,72,10
1720,644186,22,0,0
1721,10642,7332,2873,2042
1722,5121,171,2,1
1723,163688,3,0,0
1724,23210,2124,601,34
1725,127428,592,0,0
1726,203259,228,40,5
1727,92935,498,0,0
1728,286940,1928,977,76
1729,5339,2125,409,67
1730,55068,116,0,1
1731,960,1575,265,49
1732,573,3068,609,48
1733,5467,744,75,3
1734,8202,2363,407,70
1735,23394,810,61,8
1736,79885,1179,434,22
1737,55216,1300,145,16
1738,57018,805,19,5
1739,6154,6705,4153,2801
1740,6209,3391,731,822
1741,7020,2095,240,39
1742,5563,1591,1245,60
1743,414236,815,183,21
1744,1869,4450,1790,195
1745,84456,1297,323,7
1746,84790,5079,2343,282
1747,6510,1679,279,4
1748,648,4318,3217,344
1749,11171,2534,378,53
1750,5685,1936,438,125
1751,81027,3330,1033,747
1752,4728,391,144,75
1753,7386,952,329,92
1754,9020,5133,1174,424
1755,28952,748,198,10
1756,4212,1307,265,9
1757,56917,17,0,0
1758,6491,1544,546,36
1759,5976,7285,3480,1229
1760,50850,232,0,6
1761,1063,661,35,2
1762,2208,88,11,1
1763,3689,2430,713,59
1764,3654,3323,1807,124
1765,3315,4718,4492,299
1766,164,1524,352,31
1767,9322,596,139,5
1768,51639,3924,1648,1295
1769,6230,5886,1412,945
1770,134266,456,1,0
1771,79133,33,4,0
1772,25870,610,7,2
1773,1191,4227,1534,69
1774,2202,1649,95,8
1775,284058,974,73,9
1776,11244,1358,65,12
1777,3710,387,12,9
1778,56897,682,20,3
1779,5424,1572,153,32
1780,3014,9112,7992,1014
1781,55775,637,9,2
1782,3191,5140,1231,956
1783,56950,1294,105,6
1784,10363,1338,214,19
1785,5074,1413,319,22
1786,6836,1842,195,23
1787,5586,1886,392,25
1788,11157,916,33,10
1789,6626,6769,3226,1776
1790,84991,2849,614,868
1791,1213,8737,10262,646
1792,9181,2965,243,23
1793,4998,1264,53,21
1794,55178,1209,25,4
1795,25959,4221,3382,184
1796,118490,458,35,5
1797,1665,5353,5311,2118
1798,12412,2099,1838,60
1799,98488,49,0,0
1800,2976,1192,180,24
1801,1270,370,19,5
1802,55871,94,32,2
1803,54778,1415,312,26
1804,7508,1849,178,14
1805,126119,231,12,0
1806,6595,3635,1547,277
1807,26986,9716,18748,4586
1808,10056,2089,210,227
1809,3326,7835,10611,2181
1810,3069,1114,210,18
1811,55737,2491,287,38
1812,7316,15284,275562,2632
1813,171023,1282,33,2
1814,26260,2342,1158,114
1815,1059,2430,438,155
1816,8940,361,51,4
1817,81550,1124,61,15
1818,6840,2772,1410,117
1819,63940,161,18,3
1820,57167,403,1,0
1821,658,1315,1553,51
1822,9459,577,65,12
1823,10159,763,228,20
1824,23256,2445,310,34
1825,2176,903,91,24
1826,8777,605,37,10
1827,3500,1727,644,30
1828,2099,14437,55819,2625
1829,23598,1579,498,30
1830,10969,6067,3225,2069
1831,57019,438,97,19
1832,10204,1253,105,16
1833,222389,728,165,4
1834,70405,2170,1808,172
1835,1211,1615,183,68
1836,16576,88,0,0
1837,57835,2594,0,318
1838,7113,66,56,4
1839,254263,3,0,0
1840,1992,942,18,2
1841,3704,1126,137,11
1842,18129,0,0,0
1843,51162,209,12,0
1844,6657,5269,10383,216
1845,51691,1211,486,26
1846,6502,2324,220,72
1847,9817,3540,1892,51
1848,64135,631,11,1
1849,10483,1399,113,14
1850,896,1932,306,26
1851,7549,808,1,1
1852,64968,983,69,396
1853,9553,385,74,140
1854,56616,1451,250,18
1855,332,1666,178,17
1856,353142,371,64,41
1857,116940,196,48,1
1858,338657,317,32,5
1859,3476,2760,1792,80
1860,10101,693,133,13
1861,1647,2592,862,39
1862,983,9596,15646,590
1863,81669,619,159,10
1864,27161,3086,632,150
1865,63935,674,12,1
1866,130617,396,0,5
1867,9861,1806,387,137
1868,51321,42,7,0
1869,6125,6984,4475,1751
1870,84707,847,306,15
1871,79834,501,18,3
1872,1917,3642,850,480
1873,84548,479,286,0
1874,23545,606,0,0
1875,10713,3457,937,921
1876,7726,1493,217,9
1877,3376,2625,360,64
1878,9559,1192,327,22
1879,170679,1,0,0
1880,7936,1293,91,8
1881,4641,4231,3098,264
1882,91624,906,64,31
1883,54464,1497,288,28
1884,3094,763,171,35
1885,387522,1087,38,12
1886,10480,2078,105,164
1887,3607,2543,1097,78
1888,1108,3029,698,164
1889,6456,1370,694,24
1890,69957,565,210,33
1891,4085,1208,216,25
1892,8243,2115,888,94
1893,8819,1938,582,177
1894,841,4435,3211,192
1895,23774,851,152,16
1896,5553,241,51,4
1897,3949,662,72,0
1898,93643,1053,22,1
1899,7019,1340,29,9
1900,4134,1498,80,14
1901,5336,1010,299,18
1902,54206,1181,40,2
1903,2638,228,25,2
1904,8029,222,10,0
1905,9145,23,3,0
1906,9612,3315,1582,176
1907,8220,4411,1124,1734
1908,10657,4828,3021,192
1909,7409,795,94,33
1910,10946,3688,1531,1247
1911,3608,5939,6909,2337
1912,5013,1653,1786,268
1913,7306,76,4,0
1914,342371,1135,514,14
1915,84632,895,2,5
1916,1822,937,364,22
1917,23145,28,4,0
1918,382,3934,2022,94
1919,1131,52,5,0
1920,63967,894,127,10
1921,9218,2371,1840,104
1922,4720,2522,421,340
1923,408,6627,8088,340
1924,285855,1180,14,2
1925,4438,306,9,3
1926,7411,1801,487,35
1927,79744,186,1,1
1928,56658,1625,57,11
1929,6198,2605,157,42
1930,8667,2118,245,53
1931,10569,4567,1191,1643
1932,55643,760,66,7
1933,83858,3941,384,736
1934,10542,1577,259,14
1935,154,5402,6669,255
1936,2645,43,0,0
1937,51291,352,0,0
1938,571,2133,116,26
1939,65008,1194,123,169
1940,84545,808,183,432
1941,2002,2928,349,51
1942,2005,1301,25,11
1943,22822,1391,37,12
1944,5582,2732,1642,44
1945,5587,1137,125,32
1946,10900,201,26,0
1947,84897,141,8,3
1948,23322,2718,2111,102
1949,10049,2544,193,27
1950,10013,7204,6062,242
1951,7874,6482,8906,267
1952,55768,998,13,4
1953,11124,1969,386,48
1954,3965,788,488,15
1955,9497,114,7,0
1956,114548,474,66,4
1957,126206,76,0,0
1958,1642,5579,4408,832
1959,55626,2732,633,122
1960,9782,5874,4202,1386
1961,115426,1036,71,25
1962,5788,894,217,37
1963,10146,4983,998,101
1964,10026,204,3,1
1965,23367,2999,278,101
1966,1173,2763,1440,109
1967,3849,1875,206,28
1968,833,841,55,13
1969,3169,656,21,2
1970,399687,2906,2778,304
1971,57584,1555,150,39
1972,283229,840,17,3
1973,377677,3,0,0
1974,2023,6887,10301,728
1975,3187,6392,3797,1132
1976,10438,775,45,12
1977,7067,3456,1024,91
1978,92399,1506,289,1
1979,9802,1802,1042,60
1980,11161,1024,218,4
1981,3832,2961,1967,46
1982,253714,480,3,10
1983,4176,6016,2418,156
1984,3993,465,235,2
1985,10273,6835,5461,310
1986,7718,528,76,9
1987,116412,1371,310,75
1988,1951,346,28,1
1989,5704,3927,950,306
1990,5689,4889,2689,392
1991,3706,382,47,5
1992,56256,420,0,1
1993,6170,3125,196,946
1994,84142,759,11,10
1995,54521,1052,83,10
1996,5897,67,2,1
1997,3843,3232,993,81
1998,4089,4878,8545,265
1999,4538,450,34,13
2000,64431,756,150,39
2001,9734,2116,468,64
2002,56013,119,0,0
2003,254251,50,0,0
2004,5970,9966,14287,826
2005,8986,889,17,4
2006,6853,1160,174,27
2007,2908,6144,5904,304
2008,3175,101,4,1
2009,159,689,125,18
2010,2224,2374,227,19
2011,9978,3799,1118,166
2012,7251,5163,4242,147
2013,65985,290,54,10
2014,7464,609,38,20
2015,7376,734,75,8
2016,2869,4068,2237,90
2017,26056,955,42,3
2018,56990,600,3,1
2019,215,498,13,3
2020,79840,113,0,0
2021,27111,386,146,2
2022,441520,5,0,0
2023,840,1944,609,52
2024,4110,1044,376,13
2025,26115,345,1,0
2026,2707,569,0,3
2027,4149,2121,668,55
2028,26289,184,37,0
2029,51251,524,177,8
2030,26574,2155,316,43
2031,1613,2081,373,27
2032,6499,599,85,1
2033,985,42,0,0
2034,3185,6523,4240,1362
2035,23512,8273,9596,694
2036,55072,2047,299,37
2037,155807,2349,619,56
2038,128710,665,63,14
2039,10458,1336,100,17
2040,60561,565,249,18
2041,83640,646,69,12
2042,23248,1049,13,7
2043,10600,1573,56,5
2044,8338,2760,468,75
2045,2537,878,0,0
2046,1314,4969,1473,1158
2047,83737,3743,1986,109
2048,29978,3444,9936,166
2049,23410,273,0,0
2050,2896,2750,1174,44
2051,57325,596,53,1
2052,6096,213,5,0
2053,26123,2851,11453,109
2054,57130,321,13,0
2055,3074,325,38,5
2056,6128,7999,9345,3130
2057,7541,1731,333,11
2058,83851,136,66,0
2059,83985,91,9,0
2060,3064,4393,3540,104
2061,81889,117,0,1
2062,3621,2218,116,40
2063,526,2744,948,83
2064,6924,2687,855,82
2065,729611,452,0,3
2066,10075,6575,6801,725
2067,55589,1402,96,31
2068,10245,643,10,0
2069,10431,483,0,0
2070,5566,6543,16386,256
2071,8826,4637,3485,430
2072,5829,2669,990,62
2073,227720,141,19,10
2074,5905,3009,1356,90
2075,220988,6079,1720,809
2076,27258,1926,331,327
2077,79714,517,11,0
2078,1460,7003,7978,275
2079,6749,5392,3365,1145
2080,9271,289,1,1
2081,10078,1359,122,40
2082,55280,111,2,0
2083,1991,74,16,0
2084,6387,217,21,0
2085,6185,2566,540,69
2086,654364,1872,1072,86
2087,55183,1367,830,19
2088,7336,881,56,9
2089,74781,66,5,0
2090,80205,493,25,0
2091,155348,1464,421,33
2092,80349,2039,313,40
2093,55812,447,0,0
2094,2146,7058,6258,380
2095,728937,3952,1108,1483
2096,81887,4706,352,829
2097,3375,29,1,0
2098,5126,1,0,0
2099,1137,203,10,2
2100,1018,1452,219,33
2101,93986,350,22,2
2102,8313,1647,273,29
2103,127665,772,52,16
2104,100355886,12,0,0
2105,367,7263,7902,489
2106,27030,452,5,2
2107,1195,1589,832,50
2108,1806,61,18,1
2109,1859,2894,222,30
2110,55658,1743,274,25
2111,8034,21,0,0
2112,51022,151,5,0
2113,4191,1006,130,23
2114,84060,842,250,5
2115,8908,529,7,1
2116,442028,36,0,0
2117,6897,3316,702,396
2118,3184,5491,4002,682
2119,23503,1256,116,4
2120,6993,1661,626,16
2121,89891,390,6,0
2122,23362,78,0,1
2123,54948,548,87,178
2124,6764,283,8,4
2125,2034,3012,1098,84
2126,9439,2174,940,99
2127,6885,4092,2620,193
2128,155061,690,7,2
2129,11043,1559,1173,79
2130,79943,1571,119,15
2131,10491,380,15,1
2132,208092,58,8,0
2133,57639,821,92,8
2134,84557,2391,517,44
2135,9667,1558,68,18
2136,54737,1090,109,8
2137,27332,1390,112,10
2138,230872,49,0,0
2139,353137,876,237,166
